id,name,country,region,altitude_range,climate_notes,tea_types,cultivars
aec5e54b-b60b-41b3-8d1f-615f7afa5972,"Mengding Mountain, Ya'an",China,Sichuan,800-1400m,"Historic tea mountain, birthplace of tea cultivation in China",Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
ebe588a8-b1ca-4b31-b260-a2b367f67809,"Lincang Prefecture, Yunnan",China,Yunnan,1200-2000m,High altitude region with ancient tea forests,Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
e418a041-68a9-4b1d-8115-7e6362e99fc3,"Mengku Township, Lincang",China,Yunnan,1200-1800m,Famous township for large leaf tea varieties,Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
29f4d689-9596-445d-bc43-7ca3a59ee745,Xishuangbanna Prefecture,China,Yunnan,500-1800m,Tropical region with ancient tea gardens and diverse terroir,Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
4b6adca4-e158-4713-8a27-5bc4829c50ff,"Yiwu Township, Xishuangbanna",China,Yunnan,1000-1800m,Historic Pu-erh tea region with ancient tea trees,Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
9a623d98-cb0d-4582-8c30-f0a9726eee3b,"Pu'er City, Yunnan",China,Yunnan,800-1800m,"Central Yunnan tea region, namesake of Pu-erh tea",Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
f5fac52d-9283-40ea-8e12-19411f8ceac9,Aichi Prefecture,Japan,Aichi,100-400m,"Temperate climate suitable for tea cultivation, includes Nishio Matcha region",Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
00a7a9bf-19ec-4a76-a534-e0b17f7a865f,"Nishio City, Aichi",Japan,Aichi,50-200m,Major Matcha production center with ideal climate,Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
cd71a255-cbe5-4344-b3f6-9431cc2bf6e2,Fukuoka Prefecture,Japan,Fukuoka,100-500m,"Southern Japan with warm climate, birthplace of Saemidori",Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
89c1d2ef-23f0-4bee-899a-da8f6fe7a83f,Kagoshima Prefecture,Japan,Kagoshima,100-800m,Southernmost major tea region with volcanic soil,Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
2cf7fcba-43c1-472c-a544-a2aa68cb6878,Miyazaki Prefecture,Japan,Miyazaki,100-600m,Warm southern climate suitable for early harvest cultivars,Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
45238947-960c-45b4-9d6a-a5797fa96779,Mie Prefecture,Japan,Mie,100-500m,Central Japan with mountain regions for quality tea,Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
a088936b-caec-4979-a599-7d03db25cd9e,Kyoto Prefecture,Japan,Kyoto,100-600m,Historic tea region with traditional cultivation methods,Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
4f19ce1b-98fd-4ce3-8fd3-b5069d1684f0,"Uji City, Kyoto",Japan,Kyoto,50-300m,Famous for high-grade Matcha and Gyokuro production,Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
ce1c39e5-3fa1-4254-b392-e3e13c7da016,"Wazuka Town, Kyoto",Japan,Kyoto,200-500m,Mountain area known for traditional tea cultivation,Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
ae459d0b-dbe8-402c-8de6-e0bc060e47d1,Saitama Prefecture,Japan,Saitama,100-400m,Temperate region near Tokyo with tea cultivation,Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
b6fe0b83-42ab-42de-8914-6d6ca2c0ff6d,Nara Prefecture,Japan,Nara,200-800m,Historic region with traditional tea cultivation,Da Hong Pao; English Breakfast; Ti Kuan Yin; Sencha; Matcha; Sheng; Darjeeling; Earl Grey,Shizu-7132; Yiwu Da Ye Zhong; Shi Da Cha; Wuyi Cai Cha; Mao Xie; Si Ji Chun; Ujihikari; Long Jing Qunti Zhong; Saemidori; Xing Ren Xiang; Okuhikari; Kirari 31; Okumidori; Chin Hsin; Inzatsu 131; Bei Dou; Hong Yun; Huang Guan Yin; Da Hong Pao; Zhi Lan Xiang; Anji Bai Cha; Tie Guan Yin; Fuding Da Bai; Kanayamidori; Shui Jin Gui; Cui Yu; Sofu; Shui Xian; Taiwanese Wild Tea; Qi Men Zhong; Tie Luo Han; Da Ye Zhong; Zi Juan; Song Zhong; Goko; Ben Shan; Benifuki; Jin Xuan; Hong Yu; Mengku Da Ye Zhong; Mi Lan Xiang; Tong Tian Xiang; Benihikari; Bai Ji Guan; Koshun; Qi Lan; Huangshan Qunti Zhong; Oku Yutaka; Rou Gui; Ying Xiang; Zhenghe Da Bai; Ya Shi Xiang; Wu Yi; Yutakamidori; Zairai; Qing Xin; Qing Xin Da Mao; Samidori; Asahi; Bai Wen; Komakage; Meiryoku; Mei Zhan; Liu An Gua Pian; Fo Shou; Ju Duo Zai; Long Jing #43; Da Yeh Oolong; Bi Luo Chun Qunti; Gui Hua Xiang; Que She; Huang Jin Gui; Mengding Ganlu; Ban Tian Yao; Ba Xian; Qing Xin Gan Zhi; Asatsuyu
